slug_5m,start_epoch_5m,opening_mid_up,opening_imbalance,opening_spread,entry_price_up,entry_price_down,winner,slug_4h,start_epoch_4h,end_epoch_4h,median_spread,median_imbalance,median_mid,spread_std,imbalance_std,total_depth,mid_distance_from_half,regime,side,entry_price,fee,cost,won,payout,pnl_per_token,total_pnl
btc-updown-5m-1771374300,1771374300,0.54,0.17014704731004243,0.020000000000000018,0.18,0.84,Down,btc-updown-4h-1771347600,1771347600,1771362000,0.040000000000000036,-0.0034727009994077766,0.6799999999999999,0.01780427464143882,0.2975515361068112,3740.0,0.17999999999999994,discovery,Up,0.18,2.1763974240000005e-05,0.18002176397424,False,0.0,-0.18002176397424,-1.8002176397424
btc-updown-5m-1771374900,1771374900,0.515,-0.15652859325507623,0.030000000000000027,0.65,0.36,Up,btc-updown-4h-1771347600,1771347600,1771362000,0.040000000000000036,-0.0034727009994077766,0.6799999999999999,0.01780427464143882,0.2975515361068112,3740.0,0.17999999999999994,discovery,Down,0.36,0.00010606215168000001,0.36010606215168,False,0.0,-0.36010606215168,-3.6010606215168
btc-updown-5m-1771375200,1771375200,0.505,0.16825164975612306,0.010000000000000009,0.24,0.77,Down,btc-updown-4h-1771347600,1771347600,1771362000,0.040000000000000036,-0.0034727009994077766,0.6799999999999999,0.01780427464143882,0.2975515361068112,3740.0,0.17999999999999994,discovery,Up,0.24,4.431532032000001e-05,0.24004431532032,False,0.0,-0.24004431532032,-2.4004431532032
btc-updown-5m-1771375500,1771375500,0.535,0.21064506204491842,0.010000000000000009,0.22,0.8,Down,btc-updown-4h-1771347600,1771347600,1771362000,0.040000000000000036,-0.0034727009994077766,0.6799999999999999,0.01780427464143882,0.2975515361068112,3740.0,0.17999999999999994,discovery,Up,0.22,3.595424976e-05,0.22003595424976,False,0.0,-0.22003595424976,-2.2003595424976
btc-updown-5m-1771376700,1771376700,0.5700000000000001,0.16911573268904317,0.019999999999999907,0.56,0.45,Down,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Up,0.56,0.00018869587968,0.56018869587968,False,0.0,-0.56018869587968,-5.6018869587968005
btc-updown-5m-1771377000,1771377000,0.585,0.4401705492337614,0.030000000000000027,0.46,0.56,Down,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Up,0.46,0.00015752663568000005,0.46015752663568005,False,0.0,-0.46015752663568005,-4.6015752663568
btc-updown-5m-1771380300,1771380300,0.495,0.16017703932299626,0.07,0.45,0.56,Up,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Up,0.45,0.00015298748437500003,0.450152987484375,True,1.0,0.549847012515625,5.498470125156249
btc-updown-5m-1771381800,1771381800,0.495,0.15415749255277808,0.010000000000000009,0.67,0.34,Up,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Up,0.67,0.00018177965338500002,0.670181779653385,True,1.0,0.329818220346615,3.2981822034661503
btc-updown-5m-1771382400,1771382400,0.44,-0.25493161819274135,0.020000000000000018,0.49,0.53,Down,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.53,0.00018252245761499997,0.530182522457615,True,1.0,0.469817477542385,4.69817477542385
btc-updown-5m-1771382700,1771382700,0.49,-0.35419834588139304,0.020000000000000018,0.49,0.52,Down,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.52,0.00017979826176,0.52017979826176,True,1.0,0.47982020173824,4.7982020173824
btc-updown-5m-1771383300,1771383300,0.555,0.2882797948263346,0.010000000000000009,0.38,0.64,Down,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Up,0.38,0.00011706502224000001,0.38011706502224,False,0.0,-0.38011706502224,-3.8011706502224003
btc-updown-5m-1771384800,1771384800,0.485,-0.18924640135478407,0.010000000000000009,0.5,0.51,Up,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.51,0.00017676475330500002,0.510176764753305,False,0.0,-0.510176764753305,-5.10176764753305
btc-updown-5m-1771385700,1771385700,0.44,-0.49651500595185694,0.040000000000000036,0.46,0.56,Up,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.56,0.00018869587968,0.56018869587968,False,0.0,-0.56018869587968,-5.6018869587968005
btc-updown-5m-1771386600,1771386600,0.47,-0.30203032032973764,0.019999999999999962,0.48,0.53,Up,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.53,0.00018252245761499997,0.530182522457615,False,0.0,-0.530182522457615,-5.30182522457615
btc-updown-5m-1771387500,1771387500,0.52,-0.15294841501011283,0.020000000000000018,0.66,0.35,Up,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.35,0.00010053651562499997,0.350100536515625,False,0.0,-0.350100536515625,-3.5010053651562503
btc-updown-5m-1771388400,1771388400,0.47,-0.262174451305336,0.019999999999999962,0.51,0.5,Down,btc-updown-4h-1771362000,1771362000,1771376400,0.04000000000000001,-0.38190430860587926,0.28,0.03365281169235016,0.39618745581082554,1913.76,0.21999999999999997,discovery,Down,0.5,0.0001734375,0.5001734375,True,1.0,0.4998265625,4.998265625
btc-updown-5m-1771391100,1771391100,0.53,0.1637319103817969,0.020000000000000018,0.48,0.54,Down,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Up,0.48,0.00016596762623999998,0.48016596762624,False,0.0,-0.48016596762624,-4.8016596762624
btc-updown-5m-1771391400,1771391400,0.495,-0.19885711750414925,0.010000000000000009,0.6,0.41,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.41,0.00013315227055500005,0.41013315227055497,False,0.0,-0.41013315227055497,-4.10133152270555
btc-updown-5m-1771392900,1771392900,0.535,-0.1635983130946489,0.030000000000000027,0.52,0.5,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.5,0.0001734375,0.5001734375,False,0.0,-0.5001734375,-5.001734375
btc-updown-5m-1771393500,1771393500,0.52,0.34355147844152817,0.020000000000000018,0.36,0.65,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Up,0.36,0.00010606215168000001,0.36010606215168,True,1.0,0.6398939378483199,6.398939378483199
btc-updown-5m-1771395600,1771395600,0.545,0.19541700460355715,0.010000000000000009,0.49,0.53,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Up,0.49,0.00016983280219500004,0.490169832802195,True,1.0,0.5098301671978049,5.098301671978049
btc-updown-5m-1771397400,1771397400,0.475,-0.19294681040170292,0.010000000000000009,0.48,0.53,Down,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.53,0.00018252245761499997,0.530182522457615,True,1.0,0.469817477542385,4.69817477542385
btc-updown-5m-1771400100,1771400100,0.535,-0.19565239640155965,0.010000000000000009,0.64,0.38,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.38,0.00011706502224000001,0.38011706502224,False,0.0,-0.38011706502224,-3.8011706502224003
btc-updown-5m-1771401000,1771401000,0.44,-0.1662567601949285,0.020000000000000018,0.42,0.59,Down,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.59,0.000191609364945,0.590191609364945,True,1.0,0.40980839063505503,4.09808390635055
btc-updown-5m-1771401900,1771401900,0.475,-0.17272102860268357,0.010000000000000009,0.67,0.35,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.35,0.00010053651562499997,0.350100536515625,False,0.0,-0.350100536515625,-3.5010053651562503
btc-updown-5m-1771402500,1771402500,0.445,-0.3889758668631183,0.010000000000000009,0.47,0.54,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.54,0.00018492257232000006,0.54018492257232,False,0.0,-0.54018492257232,-5.4018492257232
btc-updown-5m-1771402800,1771402800,0.455,-0.18144928077016362,0.010000000000000009,0.45,0.57,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Down,0.57,0.00019004413063500002,0.5701900441306349,False,0.0,-0.5701900441306349,-5.701900441306349
btc-updown-5m-1771403400,1771403400,0.485,0.29161118877874614,0.010000000000000009,0.54,0.48,Down,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Up,0.54,0.00018492257232000006,0.54018492257232,False,0.0,-0.54018492257232,-5.4018492257232
btc-updown-5m-1771404000,1771404000,0.56,0.28702110536655195,0.019999999999999907,0.54,0.47,Up,btc-updown-4h-1771376400,1771376400,1771390800,0.050000000000000044,0.006632165625165413,0.585,0.03217350324790443,0.4559187990915406,1920.61,0.08499999999999996,discovery,Up,0.54,0.00018492257232000006,0.54018492257232,True,1.0,0.45981507742768,4.5981507742768
btc-updown-5m-1771406400,1771406400,0.505,-0.295540987955499,0.010000000000000009,0.42,0.6,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Down,0.6,0.000191808,0.6001918079999999,True,1.0,0.39980819200000006,3.9980819200000006
btc-updown-5m-1771407000,1771407000,0.46499999999999997,-0.17634230347930063,0.009999999999999953,0.42,0.6,Up,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Down,0.6,0.000191808,0.6001918079999999,False,0.0,-0.6001918079999999,-6.001918079999999
btc-updown-5m-1771407900,1771407900,0.505,0.6970102808524049,0.010000000000000009,0.4,0.62,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.4,0.000127872,0.400127872,False,0.0,-0.400127872,-4.00127872
btc-updown-5m-1771408200,1771408200,0.515,-0.15251592093409097,0.030000000000000027,0.61,0.41,Up,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Down,0.41,0.00013315227055500005,0.41013315227055497,False,0.0,-0.41013315227055497,-4.10133152270555
btc-updown-5m-1771409100,1771409100,0.575,0.20880886372319482,0.010000000000000009,0.52,0.5,Up,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.52,0.00017979826176,0.52017979826176,True,1.0,0.47982020173824,4.7982020173824
btc-updown-5m-1771409700,1771409700,0.51,0.23442840607954224,0.020000000000000018,0.47,0.55,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.47,0.00016185953788499998,0.470161859537885,False,0.0,-0.470161859537885,-4.70161859537885
btc-updown-5m-1771410300,1771410300,0.565,0.2652724178027942,0.029999999999999916,0.38,0.65,Up,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.38,0.00011706502224000001,0.38011706502224,True,1.0,0.6198829349777599,6.198829349777599
btc-updown-5m-1771411200,1771411200,0.565,0.206530612244898,0.06999999999999995,0.58,0.44,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.58,0.00019101855024000001,0.5801910185502399,False,0.0,-0.5801910185502399,-5.801910185502399
btc-updown-5m-1771411500,1771411500,0.635,0.3943720391832171,0.030000000000000027,0.62,0.41,Up,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.62,0.00019100082576,0.62019100082576,True,1.0,0.37980899917424005,3.7980899917424003
btc-updown-5m-1771412100,1771412100,0.525,0.4924859208797304,0.030000000000000027,0.44,0.57,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.44,0.00014826104832000006,0.44014826104832,False,0.0,-0.44014826104832,-4.4014826104832
btc-updown-5m-1771412400,1771412400,0.53,0.46006605166366565,0.020000000000000018,0.47,0.55,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.47,0.00016185953788499998,0.470161859537885,False,0.0,-0.470161859537885,-4.70161859537885
btc-updown-5m-1771415100,1771415100,0.48,-0.1781194258048077,0.03999999999999998,0.62,0.39,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Down,0.39,0.00012250292944500002,0.390122502929445,True,1.0,0.6098774970705549,6.098774970705549
btc-updown-5m-1771415400,1771415400,0.515,0.4040993580635525,0.010000000000000009,0.46,0.55,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.46,0.00015752663568000005,0.46015752663568005,False,0.0,-0.46015752663568005,-4.6015752663568
btc-updown-5m-1771417800,1771417800,0.54,0.43109956320263515,0.040000000000000036,0.56,0.45,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.56,0.00018869587968,0.56018869587968,False,0.0,-0.56018869587968,-5.6018869587968005
btc-updown-5m-1771418700,1771418700,0.5,0.1524059133097863,0.020000000000000018,0.5,0.52,Up,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.5,0.0001734375,0.5001734375,True,1.0,0.4998265625,4.998265625
btc-updown-5m-1771419300,1771419300,0.495,0.7545320165625609,0.010000000000000009,0.44,0.58,Down,btc-updown-4h-1771390800,1771390800,1771405200,0.04999999999999999,0.012252140353990184,0.5549999999999999,0.02933474534789205,0.3281787695319328,2756.0,0.05499999999999994,discovery,Up,0.44,0.00014826104832000006,0.44014826104832,False,0.0,-0.44014826104832,-4.4014826104832
btc-updown-5m-1771421400,1771421400,0.505,0.1566257446432532,0.010000000000000009,0.42,0.6,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.42,0.00013832377776000002,0.42013832377776,False,0.0,-0.42013832377776,-4.2013832377776
btc-updown-5m-1771422000,1771422000,0.505,0.24919376175391678,0.010000000000000009,0.31,0.73,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.31,7.871839780499999e-05,0.310078718397805,False,0.0,-0.310078718397805,-3.10078718397805
btc-updown-5m-1771422300,1771422300,0.545,0.28375240932188533,0.010000000000000009,0.49,0.52,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.49,0.00016983280219500004,0.490169832802195,False,0.0,-0.490169832802195,-4.90169832802195
btc-updown-5m-1771427100,1771427100,0.48,-0.21070997546739884,0.020000000000000018,0.59,0.43,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Down,0.43,0.00014336662486500002,0.430143366624865,True,1.0,0.5698566333751349,5.69856633375135
btc-updown-5m-1771427400,1771427400,0.54,0.2991600607660612,0.020000000000000018,0.46,0.55,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.46,0.00015752663568000005,0.46015752663568005,False,0.0,-0.46015752663568005,-4.6015752663568
btc-updown-5m-1771429500,1771429500,0.495,0.15127738005989724,0.010000000000000009,0.33,0.68,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.33,8.9533262115e-05,0.33008953326211504,False,0.0,-0.33008953326211504,-3.3008953326211503
btc-updown-5m-1771429800,1771429800,0.515,-0.30244006451692906,0.010000000000000009,0.62,0.4,Up,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Down,0.4,0.000127872,0.400127872,False,0.0,-0.400127872,-4.00127872
btc-updown-5m-1771431000,1771431000,0.525,0.1946512945940131,0.050000000000000044,0.51,0.5,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.51,0.00017676475330500002,0.510176764753305,False,0.0,-0.510176764753305,-5.10176764753305
btc-updown-5m-1771433400,1771433400,0.515,0.1718622506660374,0.010000000000000009,0.54,0.47,Down,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.54,0.00018492257232000006,0.54018492257232,False,0.0,-0.54018492257232,-5.4018492257232
btc-updown-5m-1771433700,1771433700,0.5700000000000001,0.2927462266749793,0.019999999999999907,0.57,0.44,Up,btc-updown-4h-1771405200,1771405200,1771419600,0.030000000000000027,0.025050971455984703,0.19,0.01595348043255148,0.30868352048536596,2742.22,0.31,discovery,Up,0.57,0.00019004413063500002,0.5701900441306349,True,1.0,0.4298099558693651,4.298099558693651
btc-updown-5m-1771436400,1771436400,0.20500000000000002,-0.24069992537744533,0.009999999999999981,0.47,0.55,Down,btc-updown-4h-1771419600,1771419600,1771434000,0.06,0.0015499708067829303,0.41500000000000004,0.033463679363946015,0.3056347700890911,2206.15,0.08499999999999996,discovery,Down,0.55,0.00018698470312500002,0.550186984703125,True,1.0,0.449813015296875,4.49813015296875
btc-updown-5m-1771436700,1771436700,0.51,0.2591728804651316,0.020000000000000018,0.64,0.37,Up,btc-updown-4h-1771419600,1771419600,1771434000,0.06,0.0015499708067829303,0.41500000000000004,0.033463679363946015,0.3056347700890911,2206.15,0.08499999999999996,discovery,Up,0.64,0.00018855493632,0.64018855493632,True,1.0,0.35981144506368,3.5981144506368
btc-updown-5m-1771437000,1771437000,0.505,0.3442273282902546,0.010000000000000009,0.47,0.54,Down,btc-updown-4h-1771419600,1771419600,1771434000,0.06,0.0015499708067829303,0.41500000000000004,0.033463679363946015,0.3056347700890911,2206.15,0.08499999999999996,discovery,Up,0.47,0.00016185953788499998,0.470161859537885,False,0.0,-0.470161859537885,-4.70161859537885
btc-updown-5m-1771437900,1771437900,0.5800000000000001,0.2396973557629807,0.07999999999999996,0.5,0.52,Up,btc-updown-4h-1771419600,1771419600,1771434000,0.06,0.0015499708067829303,0.41500000000000004,0.033463679363946015,0.3056347700890911,2206.15,0.08499999999999996,discovery,Up,0.5,0.0001734375,0.5001734375,True,1.0,0.4998265625,4.998265625
btc-updown-5m-1771438200,1771438200,0.565,0.30426175617397255,0.009999999999999898,0.63,0.39,Up,btc-updown-4h-1771419600,1771419600,1771434000,0.06,0.0015499708067829303,0.41500000000000004,0.033463679363946015,0.3056347700890911,2206.15,0.08499999999999996,discovery,Up,0.63,0.000189984460365,0.630189984460365,True,1.0,0.369810015539635,3.69810015539635
